,CD20,CD3,CD4,CD44,CD45,CD68,CK14,CK19,Ecad,ER,LamAC,PCNA,pHH3,batch
JE-TMA-41_scene01_cell3046,0.42733625,0.37011105,0.6785891,0.77964634,0.82873416,0.9323142,0.14485587,0.6031951,0.073781855,0.12267648,1.1640561,0.09812088,0.080927186,JE-TMA-41
JE-TMA-41_scene01_cell453,1.8360112,0.14828141,0.10818409,0.13068894,0.57064503,0.15706596,0.10023198,0.24852733,0.13653561,0.24769826,0.13441265,0.58026755,0.18845953,JE-TMA-41
JE-TMA-41_scene01_cell3190,0.19313256,1.0216018,0.60559446,0.4060238,0.8318343,0.13359553,10.663139,0.45666793,1.259359,0.56610215,0.30426416,0.25295708,0.015685882,JE-TMA-41
JE-TMA-41_scene01_cell933,1.3412073,0.4535532,0.45461324,0.529973,0.682533,0.37374848,0.09903113,0.3446124,0.27800637,0.14205997,0.118984245,0.47141707,0.10584522,JE-TMA-41
JE-TMA-41_scene01_cell2647,0.253413,0.38833243,0.24851757,0.1817597,0.39742514,0.011646299,0.04964468,0.23414184,0.017117249,0.09323986,0.1633911,0.01133484,0.008713701,JE-TMA-41
JE-TMA-41_scene01_cell2364,0.34687898,0.6751624,0.6085656,0.5559224,0.62745094,0.21158046,0.09586563,0.17182916,0.030124355,0.560665,0.2732856,0.084392294,0.07484867,JE-TMA-41
JE-TMA-41_scene01_cell524,0.82468593,0.19525315,0.23668563,0.52937007,0.5732674,0.14492367,0.09875866,0.14233415,0.08683421,0.41175845,0.4119484,0.17488235,0.08563413,JE-TMA-41
JE-TMA-41_scene01_cell2709,0.26355723,0.08631232,0.110070914,0.20273201,0.36115026,0.13292137,0.09238984,0.3526901,0.028969381,0.3570216,0.11848624,0.12215992,0.18963005,JE-TMA-41
JE-TMA-41_scene01_cell1199,0.42891994,0.71285355,0.77156764,0.5399067,0.5352521,0.40891743,0.08960581,0.298317,0.084953636,0.1624347,0.0982329,0.13444072,0.061744265,JE-TMA-41
JE-TMA-41_scene01_cell2734,0.22870123,0.081526,0.67757857,0.28054655,0.1748872,0.040842663,0.10474503,0.3738058,0.010363345,0.21216992,0.13351071,0.047835335,0.14152634,JE-TMA-41
JE-TMA-41_scene01_cell2680,0.9107141,0.16050474,0.07891801,0.52625155,1.1228462,0.33765748,0.119618714,0.63379896,0.07225232,0.28649643,0.16892374,0.09124283,0.14392118,JE-TMA-41
JE-TMA-41_scene01_cell1368,0.5568813,1.069984,0.93976146,0.6945331,0.8839634,0.16380484,0.0836317,0.40388736,0.042572733,0.23829243,0.108990945,0.08667511,0.041510735,JE-TMA-41
JE-TMA-41_scene01_cell1687,0.75468403,0.67666733,0.41270947,0.58052534,0.9775677,0.29794574,0.09297401,0.3094546,0.054221194,0.3418216,0.25526562,0.24590948,0.030407298,JE-TMA-41
JE-TMA-41_scene01_cell434,0.97018456,0.22570372,0.29726344,0.405596,0.41498044,0.30304554,0.0963628,0.09732787,0.120084174,0.3167078,0.14287207,0.10254287,0.08004779,JE-TMA-41
JE-TMA-41_scene01_cell2467,0.07463384,2.410724,1.6163412,0.83603764,1.0347397,0.11945736,0.122875996,0.18515594,0.02823435,0.7210296,0.11735356,0.15996692,0.15328108,JE-TMA-41
JE-TMA-41_scene01_cell3199,0.34092224,0.048748985,0.03709132,0.17058197,0.23770697,0.064684756,0.84271884,1.0377516,0.36011693,0.33004716,0.0647958,0.087189406,0.13620475,JE-TMA-41
JE-TMA-41_scene01_cell2956,0.5743255,0.56683797,0.5976485,0.656534,0.8000943,0.10456668,0.12881447,0.6219024,0.050114736,0.15579508,0.17255382,0.103246674,0.15473996,JE-TMA-41
JE-TMA-41_scene01_cell3382,0.08989729,0.08096228,0.073261335,0.91820616,0.3150015,0.14543192,0.75040275,0.9743255,0.10799732,0.18843283,3.422256,0.13338783,0.076673605,JE-TMA-41
JE-TMA-41_scene01_cell1356,0.86385906,0.6406633,0.3819494,0.7724652,0.66492957,0.147145,0.10673048,0.26388678,0.05917324,0.41912854,0.27758095,0.14488108,0.076283395,JE-TMA-41
JE-TMA-41_scene01_cell3477,0.8686789,0.1459261,0.101126604,0.74240845,0.6472404,0.34748533,10.665843,3.0078883,2.3863056,0.3922786,0.29896358,0.17502454,0.10095484,JE-TMA-41
JE-TMA-41_scene01_cell2003,0.8922485,0.15397483,0.26991117,0.16552684,0.6249545,1.4587613,0.086329035,0.22762826,0.044517398,0.43950248,0.2559165,1.1164461,0.052720107,JE-TMA-41
JE-TMA-41_scene01_cell456,1.2462051,0.19563507,0.18504596,0.15771468,0.55412453,0.54555565,0.0983957,0.31720796,0.17655075,0.25901392,0.15691382,1.2234688,0.1863737,JE-TMA-41
JE-TMA-41_scene01_cell1021,1.0372876,0.599117,0.34136915,0.729099,0.7565599,0.33597764,0.10288026,0.27454656,0.11791569,0.26021403,0.16660115,0.16795895,0.17022817,JE-TMA-41
JE-TMA-41_scene01_cell3452,0.095095284,0.71304536,1.0942008,0.9549053,0.7037898,0.25332275,7.511824,2.5738962,1.4159565,0.084458575,0.8837306,0.20329922,0.06944934,JE-TMA-41
JE-TMA-41_scene01_cell768,0.98628396,0.09478299,0.09756234,0.4552694,0.62265927,0.18711904,0.087435074,0.761779,0.12656926,0.20508829,0.15761432,0.11108645,0.13435996,JE-TMA-41
JE-TMA-41_scene01_cell3232,0.8989286,0.17341344,0.1238804,0.7403268,0.6968269,0.2459199,11.68165,0.53480834,2.6373596,0.6867774,0.54230595,0.2828755,0.06776293,JE-TMA-41
JE-TMA-41_scene01_cell404,1.1341563,0.10737302,0.21553244,0.47103217,0.5694681,2.1703136,0.0755478,0.7523051,0.24097173,0.19604452,0.1566242,0.103692904,0.10504484,JE-TMA-41
JE-TMA-41_scene01_cell2661,0.7310753,0.302158,0.17744692,0.55573183,0.98462015,0.26227838,0.11235762,0.25730658,0.04109956,0.424396,0.52091086,0.1084549,0.13524485,JE-TMA-41
JE-TMA-41_scene01_cell527,1.3054712,0.22157602,0.45091343,0.48912695,0.6568619,1.0487463,0.08623285,0.746706,0.20578119,0.1804417,0.13282871,0.11807739,0.107413255,JE-TMA-41
JE-TMA-41_scene01_cell1116,1.008617,0.16305807,0.093227185,0.39914927,0.5220294,0.119325854,0.09416213,0.705321,0.06495371,0.1462057,0.15829821,0.08275382,0.0729767,JE-TMA-41
JE-TMA-41_scene01_cell1189,1.1223513,0.18238312,0.09355002,0.08102673,0.6414353,0.13890451,0.108754024,0.27989674,0.047715876,0.48067164,0.12820564,1.071959,0.07003192,JE-TMA-41
JE-TMA-41_scene01_cell1272,0.3586898,0.1678952,0.16447091,0.34086362,0.35000196,2.4889882,0.10058301,0.395073,0.04664503,0.3127156,0.2714362,0.23419747,0.042951416,JE-TMA-41
JE-TMA-41_scene01_cell1884,0.4833692,0.84423584,0.5860143,0.6435632,0.733928,0.067291945,0.08737155,0.20719992,0.05077068,0.4789715,0.12896432,0.04447057,0.0098608555,JE-TMA-41
JE-TMA-41_scene01_cell2833,0.42328385,0.1919865,0.31523967,0.13162857,0.39803112,0.29425123,0.12676266,0.26775512,0.020646138,0.29389173,0.084774174,0.08755229,0.17497595,JE-TMA-41
JE-TMA-41_scene01_cell3287,0.6282961,0.40857053,0.55484736,1.3747725,1.0718033,0.47158277,0.1567121,0.4052573,0.06785643,0.15874335,0.3297664,0.18457903,0.2630148,JE-TMA-41
JE-TMA-41_scene01_cell2048,0.05618268,0.33455354,1.2499973,1.046125,0.3261744,0.7373295,0.06546569,0.49540493,0.029940123,0.28572702,0.1305972,0.0038462006,0.0086578615,JE-TMA-41
JE-TMA-41_scene01_cell3044,0.94416076,1.8463732,1.8033081,1.1202842,2.7354438,0.15204537,0.106627256,0.36725244,0.057903983,1.4010818,0.18494508,0.76070684,0.15299775,JE-TMA-41
JE-TMA-41_scene01_cell678,0.87062544,0.27869785,0.15663767,0.4265369,0.49001777,0.8105218,0.08699486,0.21490107,0.14386225,0.3034416,0.19246703,0.12132856,0.044172384,JE-TMA-41
JE-TMA-41_scene01_cell1393,0.114712246,0.41983065,0.3739766,0.41607213,0.37246534,0.045264788,0.07688982,0.29568002,0.022075197,0.10355091,0.1522533,0.00048915355,0.006695235,JE-TMA-41
JE-TMA-41_scene01_cell3203,0.21268365,0.9970543,1.0186723,1.1963402,0.7807361,0.3461547,13.187857,1.3952205,1.5269247,0.5245403,0.5918598,0.18106742,0.06202827,JE-TMA-41
JE-TMA-41_scene01_cell1020,1.1726608,0.104625866,0.19263215,0.56761676,0.6595927,0.36497012,0.09860136,0.38965648,0.11066388,0.1562985,0.10550226,0.15050505,0.14143176,JE-TMA-41
JE-TMA-41_scene01_cell1820,0.30782044,0.4717868,0.3507214,0.81901836,0.41705886,0.1099022,0.105833255,0.09360356,0.02346961,0.3946399,0.09883484,0.052647576,0.03659495,JE-TMA-41
JE-TMA-41_scene01_cell3450,0.45390472,0.5113121,0.34803286,0.72790533,0.5987067,0.8602164,0.19235751,0.4262605,0.0640032,0.13470797,0.21099639,0.10737375,0.15505789,JE-TMA-41
JE-TMA-41_scene01_cell1724,0.25872934,0.3319986,0.12959838,0.29166234,0.3686044,0.1784118,0.1391741,0.14149529,0.02199647,0.7414176,0.0785587,0.31663054,0.59356356,JE-TMA-41
JE-TMA-41_scene01_cell2985,0.21529382,0.84200853,0.7954847,0.40881038,0.7392159,0.4394651,0.25356895,0.15856832,0.021555072,0.27432528,0.19022897,0.06584422,0.068696365,JE-TMA-41
JE-TMA-41_scene01_cell2335,0.1697947,0.759236,0.7143113,0.42163005,0.5617425,0.17505835,0.10086823,0.13818525,0.029671157,0.64387804,0.16663712,0.038593296,0.053121913,JE-TMA-41
JE-TMA-41_scene01_cell303,0.105476394,0.21160929,0.372766,0.87235165,0.52071536,0.06918729,3.6467683,4.6879783,0.064656585,1.3879107,0.28790888,0.3366278,0.09822941,JE-TMA-41
JE-TMA-41_scene01_cell1533,0.046758022,0.41666445,0.25452858,1.2200294,0.46445912,0.34944916,0.10428065,0.33420634,0.044656187,0.46930626,0.45900524,0.12048028,0.09546717,JE-TMA-41
JE-TMA-41_scene01_cell1423,0.28651357,1.0890274,1.6339005,0.7518666,0.9624813,0.19064425,0.08697075,0.5498733,0.07991888,0.24980307,0.13645251,0.08502525,0.024494125,JE-TMA-41
JE-TMA-41_scene01_cell1112,0.87876433,0.2382633,0.21026638,0.4523498,0.52638406,0.15825123,0.08872678,0.6429346,0.06904022,0.14603554,0.12162832,0.10089108,0.07895281,JE-TMA-41
JE-TMA-41_scene01_cell588,1.316243,0.16494298,0.17961708,0.5913881,0.54302824,0.15137418,0.09273581,0.12899847,0.06555023,0.3976623,0.17932643,0.10301459,0.06248121,JE-TMA-41
JE-TMA-41_scene01_cell1792,0.347745,0.41956604,0.49842793,0.646444,0.57289165,0.27946204,0.115489244,0.13279325,0.03506613,0.54064727,0.5035666,0.103418,0.13905162,JE-TMA-41
JE-TMA-41_scene01_cell1186,1.3110753,0.19053277,0.11966372,0.6657095,0.58994806,0.25427753,0.100245714,0.22871695,0.08413927,0.30478945,0.08433086,0.1875577,0.20165963,JE-TMA-41
JE-TMA-41_scene01_cell1291,0.85764384,1.2527868,1.2778139,0.860899,1.0384636,0.116083294,0.095228896,0.38713065,0.049016662,0.18942285,0.1384473,0.12353018,0.105032206,JE-TMA-41
JE-TMA-41_scene01_cell221,0.34476092,0.19233339,0.16197012,0.6440574,0.3365752,0.27209142,0.12745091,0.26324865,0.2189149,0.5774317,0.8945787,0.16964236,0.02812498,JE-TMA-41
JE-TMA-41_scene01_cell211,1.2950464,0.15638752,0.12645195,0.12789096,0.44021446,0.5424173,0.08688557,0.57715064,0.16862394,0.15004553,0.1128375,0.4610836,0.14634748,JE-TMA-41
JE-TMA-41_scene01_cell1650,0.16873126,1.181773,1.2909398,0.90697,0.82107943,0.28525046,0.09990951,0.22662264,0.04196254,0.39147386,0.100555316,0.11569298,0.17010905,JE-TMA-41
JE-TMA-41_scene01_cell3302,0.8410199,0.18752348,0.25679654,1.0180452,0.79676425,0.36901784,6.556551,4.544112,2.005393,0.68691945,0.49054536,0.26921463,0.05465111,JE-TMA-41
JE-TMA-41_scene01_cell1997,0.31759822,0.33224645,0.3240767,0.34194124,0.45913285,0.24679871,0.098439686,0.13187054,0.018965444,0.4361418,0.25661308,0.07843455,0.087131344,JE-TMA-41
JE-TMA-41_scene01_cell2980,1.3391203,0.096050814,0.059999485,0.42713636,0.908627,0.18092889,0.08761094,0.6258125,0.058615215,0.36432743,0.11879268,0.17223409,0.1925483,JE-TMA-41
JE-TMA-41_scene01_cell3185,1.1563466,0.15667488,0.08410766,0.76756847,0.60390997,0.2394251,10.460378,0.32606798,1.3999875,1.0718176,0.5923034,0.77852565,0.08622564,JE-TMA-41
JE-TMA-41_scene01_cell3202,1.0596652,0.1544793,0.07988258,0.72485805,0.79386693,0.18943359,8.979575,0.5903606,1.3766232,0.7592374,0.42944482,0.27751282,0.05835674,JE-TMA-41
JE-TMA-41_scene01_cell500,1.4017128,0.42355216,0.52789825,0.4749925,0.57984453,0.16219567,0.09449968,0.15610859,0.09930389,0.41318032,0.18704395,0.118498266,0.08166192,JE-TMA-41
JE-TMA-41_scene01_cell513,1.6429616,0.22646804,0.11013144,0.20312904,0.57023764,0.07242992,0.09883406,0.16768888,0.11402086,0.26307136,0.116270624,1.355276,0.18195589,JE-TMA-41
JE-TMA-41_scene01_cell1074,2.224075,0.40149078,0.39729387,0.2616632,0.9632292,0.15973444,0.115784965,0.31662393,0.08135689,0.49651843,0.13706477,0.46113837,0.2013872,JE-TMA-41
JE-TMA-41_scene01_cell880,1.8204052,0.22087196,0.15025835,0.21726243,0.5499892,0.06328474,0.112824075,0.10598776,0.060754232,0.40775523,0.11318419,0.9514803,0.2175849,JE-TMA-41
JE-TMA-41_scene01_cell1470,0.48604026,1.2239128,1.8909986,1.298558,1.0512285,0.29083088,0.08658269,0.41487724,0.11054391,0.22231263,0.12240078,0.11589642,0.054972872,JE-TMA-41
JE-TMA-41_scene01_cell3658,0.036991134,1.5326927,1.7719297,0.50755525,0.98880774,0.032137655,0.29001394,0.7414695,0.05194758,0.17749585,0.1644579,0.10251798,0.12971377,JE-TMA-41
JE-TMA-41_scene01_cell1640,0.7542845,0.1553876,0.07012576,0.69990087,0.6129514,0.2504272,0.097994275,0.25220236,0.06157557,0.50600314,0.39772588,0.19175695,0.09041791,JE-TMA-41
JE-TMA-41_scene01_cell1495,0.6278222,0.1286843,0.08411348,0.38752878,0.5779793,0.17523761,0.10444585,0.30911005,0.047523256,0.4042539,0.13904972,0.17850634,0.068741076,JE-TMA-41
JE-TMA-41_scene01_cell1302,0.9566387,0.18727154,0.11387479,0.08216095,0.61247563,0.069649726,0.09861071,0.4859762,0.051901236,0.25466564,0.15429519,1.2149253,0.021454899,JE-TMA-41
JE-TMA-41_scene01_cell3246,0.696182,0.2718032,0.2000098,0.5691786,0.7752144,0.25954002,9.02787,1.2486157,1.6657636,0.66541004,0.421371,0.24959512,0.074368365,JE-TMA-41
JE-TMA-41_scene01_cell3225,0.31741315,0.40802962,0.59635156,0.932003,0.99063545,0.21036892,2.862564,2.800783,0.37302977,0.5303806,0.40765423,0.17098528,0.5337692,JE-TMA-41
JE-TMA-41_scene01_cell1456,0.84448105,0.55264765,0.6670303,0.8130142,0.8352609,0.48107186,0.109714955,0.25448155,0.040285677,0.3812428,0.14408168,0.11736926,0.07097378,JE-TMA-41
JE-TMA-41_scene01_cell1289,0.77459496,0.8333147,0.66201854,0.54095054,0.6924608,0.098262265,0.08524714,0.42372802,0.04346299,0.077733725,0.30744576,1.1077999,0.010427248,JE-TMA-41
JE-TMA-41_scene01_cell2355,0.24176642,0.2467176,0.2258306,0.13406824,0.2462836,0.056545377,0.100359574,0.25262338,0.02253272,0.54512507,0.18725742,0.10772041,0.08495163,JE-TMA-41
JE-TMA-41_scene01_cell3254,0.4391075,0.4698129,0.7108051,0.95607275,0.84857774,0.30639133,0.10997955,0.3520647,0.066635385,0.18534282,0.16597737,0.13696776,0.18796383,JE-TMA-41
JE-TMA-41_scene01_cell705,2.377973,0.49860695,0.6549997,0.1997648,0.89799327,0.124619156,0.09457741,0.26375204,0.11245185,0.17335585,0.089935176,0.26344234,0.07849166,JE-TMA-41
JE-TMA-41_scene01_cell1639,0.32127658,0.7098735,0.8006246,0.5774608,0.5310109,2.8760128,0.06870573,0.27891374,0.042126235,0.27102622,0.309772,0.106236234,0.06655993,JE-TMA-41
JE-TMA-41_scene01_cell2392,0.09798622,1.5944688,1.6687707,0.72146493,0.749043,0.059758715,0.11336734,0.2606516,0.020483993,0.5809167,0.108853064,0.12530194,0.19922753,JE-TMA-41
JE-TMA-41_scene01_cell1411,1.1845325,0.33718896,0.30259076,0.85805565,0.94244236,0.07288608,0.10215525,0.28197828,0.05395231,0.5742655,0.1395971,0.11778388,0.07118857,JE-TMA-41
JE-TMA-41_scene01_cell1826,0.77459055,0.14451092,0.11708591,0.25655237,0.50609845,0.1838386,0.09339695,0.29362062,0.04072525,0.40743577,0.17909233,0.5361553,0.10093485,JE-TMA-41
JE-TMA-41_scene01_cell3229,0.26500106,0.19650452,0.22751266,0.55515325,0.51244015,0.8978937,9.326502,4.8962593,2.3838608,2.094705,0.95147634,0.86807245,0.080316804,JE-TMA-41
JE-TMA-41_scene01_cell876,1.0505878,0.12336351,0.11848599,0.48382902,0.66247344,0.12889771,0.091227874,0.82032686,0.062461834,0.17385243,0.16163804,0.08654854,0.084813796,JE-TMA-41
JE-TMA-41_scene01_cell2321,0.049825247,1.6089237,2.4748802,0.8951426,1.1317989,0.18705572,0.088741876,0.32385114,0.06649299,1.0024499,0.94130117,0.13031411,0.102009684,JE-TMA-41
JE-TMA-41_scene01_cell1522,0.12456194,0.62767494,0.56942993,0.46845955,0.3841477,0.101735175,0.08987317,0.29803097,0.024423396,0.30462784,0.18965058,0.034959294,0.081675194,JE-TMA-41
JE-TMA-41_scene01_cell1503,0.24080358,0.36516598,0.47720835,0.41838533,0.29514134,0.021278556,0.10706926,0.23009932,0.020565195,0.20226865,0.08961387,0.09197525,0.061619055,JE-TMA-41
JE-TMA-41_scene01_cell2233,0.07644704,1.3132547,1.9139402,1.1278214,1.0745256,0.5330789,0.0937281,0.26771817,0.077900305,0.4524742,0.16884048,0.110613175,0.10185813,JE-TMA-41
JE-TMA-41_scene01_cell1847,0.38141102,1.3845571,0.6438697,0.7799527,0.78018254,0.07019094,0.11220385,0.16028911,0.04250608,0.4815218,0.15936045,0.10611582,0.09534254,JE-TMA-41
JE-TMA-41_scene01_cell1013,0.79501534,0.114723675,0.058090918,0.46589455,0.6408937,0.1861891,0.10318742,0.86578417,0.05368394,0.22766861,0.43853763,0.124159664,0.14094287,JE-TMA-41
JE-TMA-41_scene01_cell2424,0.07924584,1.9219137,1.1198311,1.2161202,1.1263503,0.12608765,0.10708741,0.20664047,0.031822875,0.5511518,0.30611712,0.10248949,0.10888342,JE-TMA-41
JE-TMA-41_scene01_cell716,1.4667865,0.18832421,0.20529866,0.35422054,0.62062347,0.18194981,0.09169887,0.39188358,0.18439814,0.15754175,0.09480595,0.12638502,0.131396,JE-TMA-41
JE-TMA-41_scene01_cell1885,0.030434396,1.0679928,1.6506568,1.125664,0.7314427,0.1370225,0.08955121,0.32345665,0.032164525,0.3019326,0.30259153,0.02004481,0.011433411,JE-TMA-41
JE-TMA-41_scene01_cell2416,0.10269826,0.9894576,1.177105,0.6724128,0.7665961,0.2779554,0.092414476,0.29913688,0.046235908,0.4738342,0.31949735,0.07486223,0.077455014,JE-TMA-41
JE-TMA-41_scene01_cell910,1.2767527,0.21734056,0.16501634,0.14659736,0.39681518,0.2078625,0.08284657,0.22841193,0.04931588,0.21601507,0.12731,1.0832102,0.041920878,JE-TMA-41
JE-TMA-41_scene01_cell3204,0.28147903,0.12060938,0.104041345,0.6144267,0.4210162,1.589034,9.825569,5.8791018,0.77241653,1.464829,1.284188,0.24603061,0.034599584,JE-TMA-41
JE-TMA-41_scene01_cell1835,0.17718072,0.5854724,0.58700013,0.3847223,0.37381163,0.01804888,0.10742255,0.13238803,0.025689553,0.43215725,0.22122042,0.083907045,0.045867153,JE-TMA-41
JE-TMA-41_scene01_cell1105,0.7861002,0.56405,0.6838275,0.5353637,0.6615816,0.13281132,0.07385258,0.5879232,0.06956548,0.13404582,0.117103145,0.04763952,0.021548567,JE-TMA-41
JE-TMA-41_scene01_cell2021,0.008741138,0.3199145,0.32144153,0.16800147,0.20249613,0.0022863601,0.010504227,0.077720456,0.011132145,0.09747877,0.16123444,0.0,0.0,JE-TMA-41
JE-TMA-41_scene01_cell655,0.8856673,0.412386,0.46356386,0.51891917,0.7584736,0.1463109,0.09344474,0.83549696,0.09347415,0.25563374,0.16426265,0.12009723,0.10957566,JE-TMA-41
JE-TMA-41_scene01_cell842,1.4785157,0.18160997,0.093264736,0.15697792,0.5140504,0.038082913,0.107576534,0.14676368,0.04745976,0.3386266,0.10618837,1.6800853,0.058134083,JE-TMA-41
JE-TMA-41_scene01_cell2973,0.03088616,0.57568085,0.7308364,0.5386014,0.46151406,0.08378627,0.10337595,0.16862333,0.029784089,0.41080186,0.3271718,0.17351237,0.2149777,JE-TMA-41
JE-TMA-41_scene01_cell151,1.7911273,0.13892639,0.17267473,0.13697891,0.5601385,0.13960305,0.09007914,0.41720134,0.19469751,0.17912306,0.12549496,0.53193134,0.076542385,JE-TMA-41
JE-TMA-41_scene01_cell2581,0.05540879,1.4724454,2.1825445,0.8534791,1.1315272,0.16478157,0.08928639,0.83874726,0.06486835,0.4561447,0.16630623,0.09676471,0.12343108,JE-TMA-41
JE-TMA-41_scene01_cell2366,0.13667554,1.4466395,2.1230166,0.70365906,0.7318558,0.15301642,0.094188005,0.21301943,0.025898745,0.5206987,0.10433909,0.077419795,0.09531005,JE-TMA-41
JE-TMA-41_scene01_cell916,1.046791,0.22596554,0.18484965,0.11844215,0.45548743,2.0796955,0.10912269,0.16842763,0.11482743,0.32443187,0.15225549,1.7858316,0.04271847,JE-TMA-41
JE-TMA-41_scene01_cell3531,0.24272615,0.12280506,0.09906118,0.48236167,0.36303255,0.29576442,10.293892,0.4701146,1.7777529,1.3732866,0.8028676,1.7219871,0.067300625,JE-TMA-41
JE-TMA-41_scene01_cell1051,2.1728737,0.18556507,0.1326113,0.15908399,0.7052006,0.0224887,0.084903434,0.21115504,0.054590877,0.3156944,0.09499879,0.7853234,0.016525945,JE-TMA-41
JE-TMA-41_scene01_cell1389,0.51346666,1.4706794,1.4285078,1.3160937,1.0726571,0.26990762,0.113296404,0.6207205,0.068797894,0.33102652,0.14638774,0.17774524,0.14687409,JE-TMA-41
JE-TMA-41_scene01_cell1425,0.7570298,0.24229449,0.3713512,0.54397935,0.539434,1.1574521,0.10146755,0.31175265,0.052514154,0.42783582,0.09088386,0.3726128,0.04333908,JE-TMA-41
JE-TMA-41_scene01_cell2907,0.16277458,0.8343449,0.9896794,0.5375022,0.7894263,0.040818863,0.11508908,0.62925243,0.03909885,0.18602042,0.1792392,0.11185852,0.14324397,JE-TMA-41
JE-TMA-41_scene01_cell759,1.1066893,0.1095952,0.07490856,0.35310653,0.59854996,0.16835177,0.09285954,0.55147403,0.10191514,0.23527777,0.16205682,0.14916499,0.2570714,JE-TMA-41
JE-TMA-41_scene01_cell2483,0.045383457,0.64737976,0.5589857,1.1766922,0.38197976,0.3640171,0.122898735,0.21299484,0.030290656,0.685305,0.31715086,0.13896088,0.22100098,JE-TMA-41
JE-TMA-41_scene01_cell2739,1.4670386,0.1288644,0.1542004,0.5916217,0.94998646,0.15988265,0.08970827,0.51733947,0.032556694,0.08138431,0.16703953,0.108419545,0.10901296,JE-TMA-41
JE-TMA-41_scene01_cell994,1.9171776,0.29407895,0.2304789,0.1723601,0.632026,0.0879346,0.10011248,0.14930552,0.07276468,0.3671211,0.1243305,0.84109014,0.1712374,JE-TMA-41
JE-TMA-41_scene01_cell1064,1.4377974,0.41776255,0.51941574,0.9903188,0.6994179,0.19524024,0.08036242,0.6172097,0.087259226,0.06560118,0.1290567,0.045052595,0.0032784445,JE-TMA-41
JE-TMA-41_scene01_cell2134,0.10015145,1.1808252,1.0477393,0.763167,0.8036712,0.2416523,0.09603746,0.12815274,0.04910846,0.5112594,0.19390619,0.39232808,8.554082,JE-TMA-41
JE-TMA-41_scene01_cell1761,0.24057923,0.3939901,0.616486,0.27901772,0.34928665,0.06300992,0.06755101,0.40113467,0.02597906,0.15617636,0.11243145,0.045441337,0.06394835,JE-TMA-41
JE-TMA-41_scene01_cell1939,0.44814643,0.45242125,0.68217695,0.558148,0.59130347,0.35814604,0.08828641,0.21768025,0.04233237,0.34159237,0.10663338,0.05452578,0.031558502,JE-TMA-41
JE-TMA-41_scene01_cell2730,1.2959294,0.12992415,0.059164792,0.5697032,1.1000862,0.15393563,0.090021886,0.6897243,0.047698833,0.2962928,0.15586689,0.0951811,0.13806391,JE-TMA-41
JE-TMA-41_scene01_cell231,1.9063071,0.27371413,0.31436244,0.14909557,0.6435292,0.30108342,0.094975576,0.42843628,0.26761708,0.35248592,0.35695773,0.48164594,0.14807001,JE-TMA-41
JE-TMA-41_scene01_cell1193,1.6280786,0.24049528,0.26865807,0.2533852,0.5917937,0.4715366,0.10925647,0.23839408,0.05967546,0.2814536,0.12031088,1.1843187,0.038521394,JE-TMA-41
